Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Bugisu,Mbale District,8.0,3.0,11.0,12597.0,7631.0,22144.0,21412.0,8182.0,29594.0,21639.0,4911.0,26550.0,9406.0,7516.0,16922.0,4.0,2.0,6.0,12552.0,7602.0,20154.0,21043.0,8117.0,29160.0,9266.0,7480.0,16746.0,6595.0,4900.0,11495.0,77561.0,11.0,9.0,20.0,12486.0,7537.0,20023.0,20778.0,8000.0,28778.0,9295.0,8574.0,17869.0,6549.0,35850.0,42399.0,754.0,1642.0,2396.0,65062.0,28243.0,77903.0,9414.0,7519.0,16933.0,360.0,290356.0,806.5444444,1.0344,34.1977,2024,267.1238066373693,806.5444444444445
Ankole,Mbarara City,6.0,8.0,14.0,1105.0,759.0,2280.0,3035.0,1905.0,4940.0,1729.0,426.0,2155.0,612.0,610.0,1222.0,2.0,2.0,4.0,722.0,661.0,1383.0,1676.0,1346.0,3022.0,516.0,566.0,1082.0,398.0,366.0,764.0,6255.0,2.0,3.0,5.0,718.0,656.0,1374.0,1674.0,1342.0,3016.0,503.0,547.0,1050.0,393.0,2193.0,2586.0,18.0,94.0,112.0,6487.0,3708.0,10891.0,618.0,618.0,1236.0,471.0,264425.0,561.4118896,0.6121,0.0,2024,23.6551006901768,561.4118895966029
Ankole,Mbarara District,0.0,1.0,1.0,1569.0,1390.0,2145.0,2606.0,1640.0,4246.0,2072.0,642.0,2714.0,735.0,696.0,1431.0,0.0,1.0,1.0,1441.0,1299.0,2740.0,2187.0,1426.0,3613.0,629.0,573.0,1202.0,632.0,609.0,1241.0,8797.0,1.0,0.0,1.0,1424.0,1284.0,2708.0,2171.0,1413.0,3584.0,621.0,568.0,1189.0,630.0,3052.0,3682.0,19.0,144.0,163.0,6982.0,4369.0,8423.0,735.0,697.0,1432.0,773.0,174039.0,225.1474774,0.6121,30.6373,2024,50.54614195668787,225.14747736093145
Ankole,Mitooma District,15.0,8.0,23.0,4399.0,3647.0,10055.0,6241.0,4213.0,10454.0,4466.0,1859.0,6325.0,1422.0,1197.0,2619.0,15.0,8.0,23.0,4321.0,3565.0,7886.0,6097.0,3934.0,10031.0,1403.0,1163.0,2566.0,2028.0,1808.0,3836.0,24342.0,0.0,4.0,4.0,4232.0,3478.0,7710.0,5979.0,3834.0,9813.0,1380.0,1140.0,2520.0,1985.0,8272.0,10257.0,69.0,268.0,337.0,16543.0,10924.0,30252.0,1437.0,1205.0,2642.0,544.0,226009.0,415.4577206,0.6193,30.0203,2024,107.70367551734665,415.4577205882353
North Central,Mityana District,25.0,21.0,46.0,10827.0,7778.0,31902.0,17405.0,9702.0,27107.0,17146.0,4698.0,21844.0,6034.0,5744.0,11778.0,19.0,16.0,42.0,10256.0,7382.0,17638.0,16023.0,9093.0,25116.0,5699.0,5374.0,11073.0,5311.0,4399.0,9710.0,63579.0,31.0,24.0,55.0,10388.0,7487.0,17875.0,16583.0,9170.0,25753.0,5771.0,5403.0,11174.0,5426.0,26494.0,31920.0,324.0,1146.0,1470.0,51437.0,27943.0,108927.0,6059.0,5765.0,11824.0,1525.0,407386.0,267.1383607,0.4016,32.044,2024,156.065746000108,267.1383606557377
Karamoja,Moroto District,5.0,8.0,13.0,4961.0,3536.0,10213.0,6558.0,3544.0,10102.0,15815.0,2717.0,18532.0,6657.0,6309.0,12966.0,5.0,8.0,13.0,4875.0,3533.0,8408.0,6352.0,3500.0,9852.0,6651.0,6264.0,12915.0,3177.0,2699.0,5876.0,37064.0,13.0,19.0,32.0,4740.0,3439.0,8179.0,6259.0,3446.0,9705.0,6597.0,6210.0,12807.0,3155.0,21807.0,24962.0,159.0,526.0,685.0,33996.0,16114.0,42712.0,6662.0,6317.0,12979.0,3533.0,103639.0,29.33455986,2.7495,34.5971,2024,357.62599021603836,29.334559864138125
West Nile,Moyo District,1.0,3.0,4.0,6777.0,5517.0,44497.0,6854.0,3502.0,10356.0,8716.0,2571.0,11287.0,2969.0,2885.0,5854.0,1.0,3.0,4.0,6723.0,5468.0,12191.0,6777.0,3473.0,10250.0,2948.0,2864.0,5812.0,2919.0,2547.0,5466.0,33723.0,23.0,33.0,56.0,6651.0,5392.0,12043.0,6699.0,3452.0,10151.0,2911.0,2835.0,5746.0,2877.0,14002.0,16879.0,146.0,412.0,558.0,25317.0,14478.0,123518.0,2970.0,2888.0,5858.0,1072.0,109572.0,102.2126866,3.636,31.7651,2024,307.7702332712737,102.21268656716418
South Central,Mpigi District,2.0,6.0,8.0,4590.0,4083.0,10561.0,8835.0,6742.0,15577.0,7303.0,2115.0,9418.0,2613.0,2595.0,5208.0,0.0,6.0,6.0,4441.0,3964.0,8405.0,8359.0,6444.0,14803.0,2487.0,2466.0,4953.0,2040.0,2038.0,4078.0,32245.0,9.0,9.0,18.0,4363.0,3868.0,8231.0,8281.0,6378.0,14659.0,2450.0,2420.0,4870.0,1986.0,10846.0,12832.0,169.0,750.0,919.0,23343.0,15541.0,36056.0,2615.0,2601.0,5216.0,1204.0,326690.0,271.3372093,0.2274,32.3249,2024,98.70213352107503,271.33720930232556
North Central,Mubende District,82.0,68.0,150.0,14323.0,10301.0,40110.0,23152.0,14922.0,38074.0,19178.0,5862.0,25040.0,6976.0,6116.0,13092.0,81.0,68.0,156.0,14025.0,10194.0,24219.0,22670.0,14731.0,37401.0,6913.0,6041.0,12954.0,6862.0,5774.0,12636.0,87366.0,62.0,70.0,132.0,14150.0,10257.0,24407.0,22836.0,14741.0,37577.0,7506.0,6071.0,13577.0,6929.0,33264.0,40193.0,1039.0,2825.0,3864.0,63711.0,37269.0,129815.0,7058.0,6184.0,13242.0,2711.0,522015.0,192.554408,0.449,31.3542,2024,167.36300681014913,192.55440796753965
North Central,Mukono District,253.0,200.0,453.0,18091.0,14483.0,39710.0,29670.0,18167.0,47837.0,30247.0,9413.0,39660.0,11122.0,9935.0,21057.0,175.0,144.0,326.0,16658.0,13691.0,30349.0,27918.0,17039.0,44957.0,10224.0,9333.0,19557.0,9727.0,8895.0,18622.0,113811.0,48.0,30.0,78.0,16359.0,13377.0,29736.0,27369.0,16871.0,44240.0,10061.0,9215.0,19276.0,9572.0,47134.0,56706.0,756.0,2556.0,3312.0,89383.0,52198.0,140468.0,11375.0,10135.0,21510.0,1831.0,929224.0,507.4953577,0.2835,0.0,2024,122.47961740118636,507.4953577280175
Karamoja,Nabilatuk District,32.0,19.0,51.0,3992.0,2314.0,5029.0,5564.0,1852.0,7416.0,19728.0,2487.0,22215.0,9609.0,8285.0,17894.0,32.0,19.0,51.0,3992.0,2314.0,6306.0,5564.0,1842.0,7406.0,9603.0,8284.0,17887.0,3158.0,2485.0,5643.0,37293.0,7.0,5.0,12.0,3968.0,2288.0,6256.0,5538.0,1831.0,7369.0,9505.0,8185.0,17690.0,3099.0,26319.0,29418.0,244.0,714.0,958.0,38925.0,14957.0,25988.0,9641.0,8304.0,17945.0,1561.0,136785.0,87.62652146,2.091,34.5971,2024,272.63954380962826,87.62652146060218
Karamoja,Nakapiripirit District,14.0,10.0,24.0,5100.0,3234.0,10575.0,8283.0,7770.0,16053.0,22601.0,2701.0,25302.0,10463.0,9619.0,20082.0,14.0,10.0,25.0,5085.0,3230.0,8315.0,8237.0,7772.0,16009.0,10460.0,9636.0,20096.0,3371.0,2700.0,6071.0,50516.0,7.0,4.0,11.0,5026.0,3190.0,8216.0,8160.0,7381.0,15541.0,10373.0,9529.0,19902.0,3343.0,29265.0,32608.0,324.0,784.0,1108.0,46461.0,23334.0,51043.0,10477.0,9629.0,20106.0,2641.0,111681.0,42.28739114,1.7013,34.5971,2024,452.3240300498742,42.2873911397198
North Central,Nakaseke District,17.0,4.0,21.0,8449.0,6784.0,20149.0,12084.0,9260.0,21344.0,13564.0,4003.0,17567.0,4679.0,4490.0,9169.0,17.0,1.0,18.0,8071.0,6561.0,14632.0,11255.0,8849.0,20104.0,4396.0,4212.0,8608.0,4381.0,3871.0,8252.0,51614.0,22.0,7.0,29.0,7950.0,6398.0,14348.0,10994.0,8598.0,19592.0,4492.0,4108.0,8600.0,4249.0,20826.0,25075.0,273.0,821.0,1094.0,38793.0,24541.0,72557.0,4696.0,4494.0,9190.0,3475.0,251398.0,72.3447482,1.2231,32.0837,2024,205.30791812186254,72.34474820143885
North Central,Nakasongola District,25.0,24.0,49.0,13929.0,10391.0,35068.0,15515.0,9852.0,25367.0,23567.0,6329.0,29896.0,8519.0,8165.0,16684.0,17.0,13.0,30.0,13087.0,9871.0,22958.0,14313.0,9008.0,23321.0,8105.0,7682.0,15787.0,6869.0,6001.0,12870.0,74966.0,41.0,17.0,58.0,12920.0,9791.0,22711.0,15019.0,8834.0,23853.0,8018.0,7626.0,15644.0,6778.0,35070.0,41848.0,558.0,1489.0,2047.0,61555.0,34761.0,117074.0,8544.0,8189.0,16733.0,3314.0,226074.0,68.21786361,1.349,32.4467,2024,331.59938781107076,68.21786360893181
Busoga,Namayingo District,16.0,4.0,20.0,11032.0,6993.0,37975.0,21237.0,12333.0,33570.0,16161.0,3914.0,20075.0,6077.0,5657.0,11734.0,15.0,4.0,19.0,11025.0,6977.0,18002.0,21214.0,12307.0,33521.0,6058.0,5656.0,11714.0,4844.0,3910.0,8754.0,72010.0,110.0,33.0,143.0,10833.0,6929.0,17762.0,20910.0,12122.0,33032.0,6021.0,5612.0,11633.0,4798.0,25110.0,29908.0,1219.0,2229.0,3448.0,54523.0,28901.0,148610.0,6093.0,5661.0,11754.0,587.0,266716.0,454.3713799,0.3426,33.8411,2024,269.98755230282393,454.37137989778535
Bugisu,Namisindwa District,70.0,63.0,133.0,5207.0,3290.0,7799.0,9433.0,4301.0,13734.0,8100.0,2045.0,10145.0,3392.0,2737.0,6129.0,70.0,63.0,133.0,4525.0,3053.0,7578.0,7425.0,3528.0,10953.0,3032.0,2499.0,5531.0,2418.0,1930.0,4348.0,28543.0,0.0,0.0,0.0,4471.0,3038.0,7509.0,7357.0,3497.0,10854.0,2975.0,2454.0,5429.0,2364.0,12061.0,14425.0,822.0,1282.0,2104.0,26202.0,12436.0,32018.0,3462.0,2800.0,6262.0,298.0,257346.0,863.5771812,0.9054,34.3754,2024,110.912934337429,863.5771812080537
Busoga,Namutumba District,7.0,5.0,12.0,11389.0,6448.0,13501.0,21382.0,9408.0,30790.0,24072.0,5162.0,29234.0,9720.0,8765.0,18485.0,6.0,5.0,11.0,11229.0,6358.0,17587.0,20921.0,9223.0,30144.0,9551.0,8607.0,18158.0,6445.0,5098.0,11543.0,77443.0,19.0,20.0,39.0,11224.0,6354.0,17578.0,20728.0,9209.0,29937.0,9544.0,8615.0,18159.0,6444.0,36136.0,42580.0,907.0,2123.0,3030.0,66570.0,29788.0,59449.0,9727.0,8770.0,18497.0,812.0,311339.0,383.4224138,0.8493,33.6623,2024,248.74172525767733,383.42241379310343
Karamoja,Napak District,16.0,10.0,26.0,9232.0,5223.0,12556.0,14028.0,4860.0,18888.0,32641.0,5110.0,37751.0,13873.0,13031.0,26904.0,17.0,9.0,26.0,8676.0,4867.0,13543.0,12849.0,4495.0,17344.0,12862.0,12161.0,25023.0,6063.0,4672.0,10735.0,66671.0,123.0,94.0,217.0,9076.0,5097.0,14173.0,13797.0,4749.0,18546.0,13740.0,12905.0,26645.0,6503.0,44682.0,51185.0,413.0,1032.0,1445.0,69790.0,28234.0,61845.0,13889.0,13041.0,26930.0,4822.0,211830.0,43.9299046,2.4265,34.331,2024,314.7382334891186,43.9299046038988
West Nile,Nebbi District,15.0,17.0,32.0,14302.0,8352.0,36844.0,17895.0,7105.0,25000.0,21282.0,5397.0,26679.0,7639.0,7417.0,15056.0,12.0,14.0,26.0,13826.0,8158.0,21984.0,17027.0,6906.0,23933.0,7381.0,7185.0,14566.0,6274.0,5283.0,11557.0,72066.0,20.0,9.0,29.0,13978.0,8202.0,22180.0,17282.0,6957.0,24239.0,7468.0,7273.0,14741.0,6335.0,32713.0,39048.0,1120.0,2029.0,3149.0,61133.0,28288.0,126114.0,7654.0,7434.0,15088.0,987.0,299398.0,303.3414387,2.4104,31.2168,2024,240.70301070815435,303.34143870314085
Teso,Ngora District,102.0,31.0,133.0,11959.0,8094.0,27396.0,16718.0,7531.0,24249.0,12365.0,3781.0,16146.0,4325.0,3734.0,8059.0,100.0,31.0,131.0,11959.0,7735.0,19694.0,16721.0,7526.0,24247.0,4344.0,3747.0,8091.0,4892.0,3781.0,8673.0,60836.0,4.0,6.0,10.0,11805.0,7617.0,19422.0,16550.0,7472.0,24022.0,4313.0,3730.0,8043.0,4850.0,21462.0,26312.0,1655.0,3090.0,4745.0,45469.0,23171.0,81136.0,4427.0,3765.0,8192.0,640.0,213777.0,334.0265625,1.4908,33.7518,2024,284.57691893889427,334.0265625
North Central,North Central,835.0,706.0,1541.0,151235.0,119541.0,352179.0,220766.0,135917.0,356683.0,257895.0,73595.0,331490.0,93210.0,86630.0,179840.0,626.0,526.0,1129.0,141905.0,110119.0,252024.0,203042.0,439759.0,642801.0,88114.0,81838.0,169952.0,80091.0,70203.0,150294.0,1216200.0,415.0,278.0,693.0,140542.0,108835.0,249377.0,202043.0,124771.0,326814.0,89729.0,82145.0,171874.0,79228.0,399510.0,478738.0,7776.0,22040.0,29816.0,723941.0,416389.0,1206791.0,94045.0,87336.0,181381.0,0.0,0.0,0.0,0.0,0.0,2024,0.0,0.0
Tooro,Ntoroko District,2.0,4.0,6.0,970.0,612.0,1635.0,1756.0,856.0,2612.0,1711.0,441.0,2152.0,648.0,591.0,1239.0,2.0,4.0,6.0,919.0,586.0,1505.0,1641.0,794.0,2435.0,589.0,533.0,1122.0,511.0,424.0,935.0,6003.0,11.0,0.0,11.0,930.0,589.0,1519.0,1666.0,807.0,2473.0,610.0,546.0,1156.0,507.0,2584.0,3091.0,47.0,117.0,164.0,5087.0,2504.0,5478.0,650.0,595.0,1245.0,1236.0,114858.0,92.92718447,1.0125,30.3897,2024,52.264535339288514,92.92718446601941
Ankole,Ntungamo District,11.0,5.0,16.0,6106.0,5169.0,13615.0,10109.0,6950.0,17059.0,6010.0,1914.0,7924.0,2040.0,1924.0,3964.0,11.0,4.0,15.0,6026.0,5111.0,11137.0,9863.0,6788.0,16651.0,2013.0,1894.0,3907.0,2116.0,1887.0,4003.0,35713.0,22.0,20.0,42.0,5911.0,4991.0,10902.0,9693.0,6684.0,16377.0,1900.0,1755.0,3655.0,2060.0,9614.0,11674.0,67.0,293.0,360.0,24276.0,15962.0,42708.0,2051.0,1929.0,3980.0,1999.0,552786.0,276.5312656,0.9807,30.2513,2024,64.60547119500131,276.5312656328164
Acholi,Nwoya District,20.0,18.0,38.0,13988.0,7909.0,32274.0,19309.0,7461.0,26770.0,30515.0,6815.0,37330.0,11560.0,11042.0,22602.0,19.0,18.0,37.0,13988.0,7912.0,21900.0,19308.0,7453.0,26761.0,11560.0,11041.0,22601.0,8431.0,6815.0,15246.0,86545.0,25.0,33.0,58.0,13890.0,7857.0,21747.0,19046.0,7373.0,26419.0,11475.0,10960.0,22435.0,8351.0,45883.0,54234.0,1035.0,2332.0,3367.0,75392.0,33245.0,100689.0,11580.0,11060.0,22640.0,4679.0,220593.0,47.1453302,2.6351,32.0028,2024,392.3288590299783,47.14533019876042
West Nile,Obongi District,11.0,5.0,16.0,8220.0,5686.0,45680.0,7945.0,3002.0,10947.0,9788.0,2229.0,12017.0,3575.0,3588.0,7163.0,2.0,2.0,27.0,5974.0,4483.0,10457.0,5475.0,2277.0,7752.0,2640.0,2576.0,5216.0,2087.0,1765.0,3852.0,27304.0,5.0,10.0,15.0,5981.0,4471.0,10452.0,5562.0,2286.0,7848.0,2611.0,2548.0,5159.0,2138.0,11231.0,13369.0,158.0,405.0,563.0,29539.0,14510.0,128664.0,3586.0,3593.0,7179.0,837.0,142983.0,170.827957,3.4335,31.5827,2024,190.95976444752174,170.8279569892473
Acholi,Omoro District,19.0,20.0,39.0,24113.0,12354.0,52831.0,25445.0,6780.0,32225.0,36863.0,8196.0,45059.0,13968.0,12880.0,26848.0,18.0,19.0,36.0,23731.0,12310.0,36041.0,25258.0,6734.0,31992.0,13909.0,12822.0,26731.0,11066.0,8165.0,19231.0,114031.0,9.0,5.0,14.0,23558.0,12176.0,35734.0,24858.0,6691.0,31549.0,13788.0,12719.0,26507.0,10923.0,56391.0,67314.0,1257.0,2688.0,3945.0,100408.0,40230.0,140217.0,13987.0,12900.0,26887.0,1483.0,207339.0,139.8105192,2.7152,32.492,2024,549.9737145447792,139.81051921780175
Lango,Otuke District,7.0,7.0,14.0,16663.0,8846.0,12937.0,15728.0,4589.0,20317.0,21300.0,5289.0,26589.0,8172.0,6974.0,15146.0,7.0,7.0,14.0,16176.0,8546.0,24722.0,15353.0,4452.0,19805.0,8067.0,6872.0,14939.0,7221.0,5167.0,12388.0,71868.0,2.0,2.0,4.0,15832.0,8348.0,24180.0,15106.0,4325.0,19431.0,7867.0,6697.0,14564.0,7073.0,33769.0,40842.0,1020.0,2324.0,3344.0,61870.0,25705.0,39167.0,8179.0,6981.0,15160.0,1549.0,161069.0,103.9825694,2.5214,33.3486,2024,446.1938672246056,103.98256939961266
Lango,Oyam District,153.0,178.0,331.0,33675.0,16059.0,68761.0,44327.0,16220.0,60547.0,48312.0,10086.0,58398.0,18910.0,17309.0,36219.0,151.0,177.0,337.0,33630.0,15985.0,49615.0,44177.0,15981.0,60158.0,18861.0,17272.0,36133.0,13636.0,10030.0,23666.0,169909.0,110.0,99.0,209.0,33497.0,15921.0,49418.0,44124.0,15889.0,60013.0,18758.0,17183.0,35941.0,13569.0,73078.0,86647.0,4745.0,8800.0,13545.0,145377.0,59852.0,207640.0,19063.0,17487.0,36550.0,2196.0,477464.0,217.424408,2.2776,32.4467,2024,355.85719551631115,217.42440801457195
Acholi,Pader District,37.0,32.0,69.0,41504.0,24426.0,86633.0,37686.0,12632.0,50318.0,50106.0,12863.0,62969.0,18417.0,16691.0,35108.0,36.0,31.0,67.0,40807.0,23894.0,64701.0,36641.0,12106.0,48747.0,18073.0,16480.0,34553.0,16369.0,12570.0,28939.0,177007.0,25.0,23.0,48.0,40654.0,23592.0,64246.0,37859.0,11936.0,49795.0,17907.0,16299.0,34206.0,16119.0,78826.0,94945.0,1551.0,1860.0,3411.0,147750.0,66644.0,216203.0,18454.0,16723.0,35177.0,3326.0,240159.0,72.20655442,2.9431,32.8084,2024,737.0408770855975,72.20655441972339
West Nile,Pakwach District,7.0,8.0,15.0,7729.0,4026.0,33263.0,8221.0,4003.0,12224.0,7690.0,2003.0,9693.0,2789.0,2588.0,5377.0,7.0,6.0,13.0,7416.0,3910.0,11326.0,7765.0,3911.0,11676.0,2628.0,2407.0,5035.0,2457.0,1943.0,4400.0,32450.0,47.0,39.0,86.0,7557.0,3997.0,11554.0,7858.0,3947.0,11805.0,2697.0,2470.0,5167.0,2497.0,12152.0,14649.0,530.0,898.0,1428.0,26436.0,12628.0,102975.0,2796.0,2596.0,5392.0,877.0,206961.0,235.9874572,2.4738,31.3999,2024,156.79282570146066,235.98745724059293
Bukedi,Pallisa District,7.0,13.0,20.0,14566.0,7618.0,9378.0,16152.0,5863.0,22015.0,21788.0,4963.0,26751.0,9074.0,7657.0,16731.0,7.0,13.0,20.0,14536.0,7613.0,22149.0,16142.0,5843.0,21985.0,9074.0,7645.0,16719.0,6468.0,4929.0,11397.0,72270.0,1.0,2.0,3.0,14475.0,7574.0,22049.0,15932.0,5796.0,21728.0,9043.0,7633.0,16676.0,6438.0,34475.0,40913.0,1517.0,2932.0,4449.0,61587.0,26114.0,34248.0,9081.0,7670.0,16751.0,796.0,334697.0,420.4736181,1.2009,33.7071,2024,215.92664409899103,420.47361809045225
South Central,Rakai District,1.0,1.0,2.0,8549.0,6165.0,36296.0,10835.0,5822.0,16657.0,7405.0,2525.0,9930.0,2443.0,2228.0,4671.0,1.0,1.0,2.0,8536.0,6182.0,14718.0,10819.0,5807.0,16626.0,2437.0,2220.0,4657.0,2944.0,2521.0,5465.0,41468.0,4.0,1.0,5.0,8508.0,6184.0,14692.0,10775.0,5864.0,16639.0,2431.0,2205.0,4636.0,2940.0,13051.0,15991.0,183.0,564.0,747.0,29233.0,16741.0,99469.0,2444.0,2229.0,4673.0,1528.0,346885.0,227.0189791,0.7083,31.3542,2024,119.54394107557259,227.01897905759162
Kigezi,Rubanda District,0.0,0.0,0.0,216.0,294.0,415.0,687.0,1309.0,1996.0,233.0,88.0,321.0,73.0,75.0,148.0,0.0,0.0,0.0,150.0,246.0,396.0,609.0,1233.0,1842.0,54.0,54.0,108.0,45.0,61.0,106.0,2452.0,1.0,0.0,1.0,147.0,234.0,381.0,602.0,1227.0,1829.0,52.0,50.0,102.0,44.0,251.0,295.0,2.0,25.0,27.0,1209.0,1766.0,2860.0,73.0,75.0,148.0,660.0,249454.0,377.9606061,1.1517,29.8352,2024,9.829467557144804,377.96060606060604
Ankole,Rubirizi District,2.0,1.0,3.0,4917.0,4050.0,6764.0,8137.0,4342.0,12479.0,6327.0,2078.0,8405.0,2200.0,1983.0,4183.0,2.0,1.0,3.0,4910.0,4045.0,8955.0,7963.0,4329.0,12292.0,2233.0,1941.0,4174.0,2319.0,2015.0,4334.0,29758.0,2.0,1.0,3.0,4809.0,4004.0,8813.0,7988.0,4265.0,12253.0,2192.0,1996.0,4188.0,2326.0,10888.0,13214.0,81.0,388.0,469.0,21583.0,12454.0,20369.0,2202.0,1984.0,4186.0,1096.0,168211.0,153.4771898,0.2642,30.1084,2024,176.90876339835089,153.4771897810219
Kigezi,Rukiga District,1.0,1.0,2.0,346.0,351.0,312.0,816.0,710.0,1526.0,479.0,134.0,613.0,164.0,144.0,308.0,1.0,1.0,2.0,336.0,341.0,677.0,761.0,678.0,1439.0,157.0,134.0,291.0,171.0,124.0,295.0,2704.0,0.0,0.0,0.0,333.0,332.0,665.0,752.0,669.0,1421.0,153.0,132.0,285.0,168.0,742.0,910.0,7.0,22.0,29.0,1806.0,1340.0,1620.0,165.0,145.0,310.0,426.0,132355.0,310.6924883,1.1326,30.0434,2024,20.429904423708965,310.6924882629108
Kigezi,Rukungiri District,3.0,1.0,4.0,2452.0,2171.0,15196.0,5105.0,4145.0,9250.0,2742.0,926.0,3668.0,984.0,867.0,1851.0,3.0,1.0,4.0,2433.0,2153.0,4586.0,5057.0,4105.0,9162.0,975.0,852.0,1827.0,997.0,917.0,1914.0,17493.0,10.0,2.0,12.0,2424.0,2140.0,4564.0,5038.0,4093.0,9131.0,964.0,844.0,1808.0,990.0,4698.0,5688.0,46.0,197.0,243.0,11286.0,8110.0,47837.0,987.0,868.0,1855.0,1381.0,376110.0,272.346126,0.7518,29.9278,2024,46.51032942490229,272.3461259956553
Ankole,Rwampara District,0.0,1.0,1.0,1509.0,1443.0,1370.0,3159.0,1782.0,4941.0,1544.0,607.0,2151.0,494.0,419.0,913.0,0.0,1.0,1.0,1369.0,1356.0,2725.0,2666.0,1601.0,4267.0,421.0,365.0,786.0,674.0,565.0,1239.0,9018.0,0.0,0.0,0.0,1359.0,1341.0,2700.0,2640.0,1563.0,4203.0,414.0,355.0,769.0,671.0,2670.0,3341.0,15.0,62.0,77.0,6706.0,4252.0,6480.0,494.0,420.0,914.0,542.0,162967.0,300.6771218,0.7476,30.482,2024,55.336356440260914,300.6771217712177
South Central,Sembabule District,4.0,6.0,10.0,6264.0,4387.0,14615.0,10726.0,6479.0,17205.0,8351.0,2443.0,10794.0,2918.0,2588.0,5506.0,4.0,6.0,10.0,6262.0,4385.0,10647.0,10713.0,6474.0,17187.0,2922.0,2588.0,5510.0,3174.0,2440.0,5614.0,38968.0,21.0,15.0,36.0,6013.0,4280.0,10293.0,10432.0,6289.0,16721.0,2873.0,2545.0,5418.0,3127.0,14064.0,17191.0,312.0,1071.0,1383.0,28263.0,15903.0,51125.0,2922.0,2594.0,5516.0,2317.0,305971.0,132.0548123,0.0638,31.3542,2024,127.35847514960568,132.05481225722917
Teso,Serere District,15.0,9.0,24.0,31171.0,17371.0,15138.0,27434.0,8900.0,36334.0,31974.0,9787.0,41761.0,10399.0,9889.0,20288.0,15.0,9.0,23.0,31162.0,17358.0,48520.0,27414.0,8858.0,36272.0,10391.0,9879.0,20270.0,12192.0,9778.0,21970.0,127055.0,4.0,8.0,12.0,30466.0,17002.0,47468.0,26472.0,8551.0,35023.0,10116.0,9496.0,19612.0,11926.0,53072.0,64998.0,1571.0,3962.0,5533.0,100993.0,45956.0,42409.0,10414.0,9898.0,20312.0,1495.0,358123.0,239.5471572,1.4994,33.549,2024,354.78034083261895,239.54715719063546
Ankole,Sheema District,1.0,0.0,1.0,504.0,540.0,1174.0,1316.0,1024.0,2340.0,673.0,215.0,888.0,235.0,223.0,458.0,1.0,0.0,1.0,438.0,499.0,937.0,1133.0,943.0,2076.0,183.0,183.0,366.0,176.0,189.0,365.0,3745.0,0.0,0.0,0.0,416.0,482.0,898.0,1097.0,889.0,1986.0,175.0,175.0,350.0,165.0,855.0,1020.0,8.0,42.0,50.0,2729.0,2002.0,4740.0,236.0,223.0,459.0,327.0,252275.0,771.4831804,0.5515,30.3897,2024,14.844911307105342,771.4831804281346
Bugisu,Sironko District,8.0,3.0,11.0,8649.0,5803.0,13696.0,17855.0,9421.0,27276.0,10934.0,2771.0,13705.0,4027.0,3675.0,7702.0,7.0,3.0,10.0,8022.0,5325.0,13347.0,16308.0,8635.0,24943.0,3583.0,3271.0,6854.0,3252.0,2540.0,5792.0,50946.0,9.0,9.0,18.0,7773.0,5222.0,12995.0,15167.0,8390.0,23557.0,3463.0,3124.0,6587.0,3150.0,15364.0,18514.0,762.0,1528.0,2290.0,41473.0,21673.0,54664.0,4035.0,3678.0,7713.0,383.0,298363.0,779.0156658,1.2302,34.2491,2024,170.75173530229952,779.0156657963446
